transaction_hour,transaction_day_of_week,transaction_amount,transaction_type_code,customer_age,customer_gender,customer_tenure_months,account_age_days,distance_from_home_km,distance_from_last_transaction_km,time_since_last_transaction_min,online_transaction,international_transaction,high_risk_country,merchant_category_code,merchant_reputation_score,chip_transaction,pin_used,card_present,cvv_match,address_verification_match,num_transactions_24h,num_transactions_7days,avg_transaction_amount_30days,max_transaction_amount_30days,velocity_score,recurring_transaction,previous_fraud_incidents,credit_limit,available_credit_ratio
0.2098856993730212,-0.07377158647714148,-0.018096515809762112,0.017201872112772874,-0.19007911211734685,0.004573403618952068,-0.10386772752106338,-0.1879732605313344,0.10753999814049961,0.052916464335099604,0.2994813617502032,0.3126571806130609,0.06823809711276799,0.12325810103726316,-0.03101538272938979,-0.032525980787860204,0.027564135628182627,0.015266029321836039,0.040846675624730176,0.12840849361366194,0.22948636097004352,0.534116649387082,0.03800320204678404,-0.048463186560420216,-0.10101888020841127,-0.05927093644797409,-0.056343804151479465,-0.06130890895498954,-0.14721712190073913,0.13577894411786312
0.1194728078126459,-0.014865584381595947,-0.008435091585254939,-0.060837038919235274,0.03713949826758253,0.00095878215520258,0.020217941057239276,-0.5102293293508202,0.0449810264753578,0.011715382402144165,-0.01844264180477735,-0.39619552357489873,0.10796354036038425,0.03696736105059637,0.009025632979481382,0.05180617607658588,-0.0008583095607955753,-0.03493575820277899,0.01959154497082232,-0.022015971637253468,-0.07692710607593876,-0.16524839017418425,-0.07487141834435444,0.048033198868123614,0.02694838196929846,0.039967997103310636,0.21024946494956312,-0.316532074096416,-0.010076382475753367,-0.023106862380284615
0.17010925399717294,-0.057669089619597706,-0.013387124891535535,0.03241981359744456,0.09422208906363717,-0.0006215130639797137,0.06691566212959114,-0.5999200018246366,-0.21956730884205442,0.004913788004150477,0.019004942107007324,0.1840027682091487,0.13971520925908404,0.11347514832028682,-0.05385897998698078,-0.02112756442740577,-0.04377920811335915,0.060871657526010446,0.05963807092574917,-0.004078740950026292,-0.05205887360543502,0.42989271470784307,0.05495838274191846,-0.01936380142569006,0.15110316915241598,-0.024084090535202086,-0.11119475920374197,0.07012988212063813,-0.23877968964294044,0.0017348462371116916
0.23388458709470134,0.013747727127179563,0.20919879787269252,0.07892141162367383,-0.024117517191673647,0.0012637907126439641,0.07466791375657218,0.13331395549983663,0.037141125087483254,-0.08741811433877758,0.07126697626771718,-0.5134978357146095,0.03692404489073474,0.025011986284454425,0.03289089380190488,0.044706977921601936,-0.011698196307944149,0.15214133544414546,0.012099788926459201,0.02869794429967851,0.07194265981229316,-0.26049306696515534,0.07798638804803644,-0.0974508705720526,-0.07483828310983753,0.17175850063348413,-0.05254545360839,0.03357270655367754,0.09645732158389463,-0.08366646426320984
0.059822801175720135,-0.11656465601945307,-0.042835002549544345,0.019177153793947705,-0.01915700104491434,1.8314734498580356e-05,0.0673227768693754,-0.43477962860386543,-0.047988792622436174,-0.07619577465294854,0.0325356119715285,0.1928067652827369,-0.00472244703995574,0.037549198255051666,-0.05549996860705547,0.02606431629181906,0.06497972492411364,0.1666158985147516,-0.012278958064421723,-0.03065451472657262,0.12199562131743248,-0.08024243365937316,-0.05213416432275344,0.013330820121914954,0.056710766538073214,0.0398491604415864,0.0014891175968801207,0.02754935369591638,-0.03626559512206704,0.05623974610281941
0.12543809094136993,-0.028157134621546922,0.008352840136807604,0.048764760116890904,0.10241382033001928,6.811772219382357e-05,0.015257913167661882,-0.2579686922910754,0.03714501405199072,-0.013386942810033822,0.005921690590017352,-0.2879254317842953,-0.10468716478836651,0.008314824250571125,0.04578693744164199,0.024380053516787906,-0.004270225548009154,-0.038529100977986064,0.02388396964083436,-0.024955281207522186,-0.0396261247284959,-0.23007824416833594,0.04134360623340298,0.02951559926593448,-0.06390005701612725,0.05022128854933395,0.1895405734586679,-0.3373925682869312,0.04084771873853841,-0.09387873593747756
-0.018359345133141237,0.05963688985074837,0.07811145295297951,0.04997215420548737,0.0008990090860871008,0.00043759598431965523,0.04800540293875056,0.04964787156661728,0.03846536939501097,-0.07930350597630953,-0.007993638517224138,0.144285306232052,0.06915011448242309,0.08084962689230239,-0.09686758860950366,0.00195766804745244,-0.00725441430824612,-0.04977736121664672,-0.07978917750094756,0.035465871183880775,-0.08751679700081724,-0.22148209423384674,0.04940594244392685,0.03244319427722317,0.019986061785641267,-0.05856471921915809,-0.1267218180729952,0.02776935450283185,-0.23733878788369894,0.032858425084344944
0.17829333481252632,-0.03770734870224636,-0.08324967853787345,0.00019585658182723087,-0.04233443147642492,8.712028365479963e-09,0.0376396867542101,-0.4356928945064839,-0.007868944620157683,-0.01940764245931918,0.017581609111260752,0.18042526003611623,-0.051048370794529854,-0.2060696973633769,0.06141527907534143,-0.005956780763718118,0.010018303129300653,0.05342178814596685,0.0037313809664272046,-0.014681297013934844,-0.05070667376156718,0.42684619620686487,0.016290651276916392,-0.021748334822190313,-0.03895407358043753,-0.02672313189233888,-0.3866192277073423,0.05867251884607348,0.03757744233470498,0.04956442219157459
-0.5770611805898299,0.024334954616794444,0.06899056987849844,-0.035461323748872654,0.056783988336763694,7.533325640890059e-09,0.03988579983250042,0.008978492044071149,-0.03493592517658435,0.005030345524828342,0.014934607527014282,0.08173192166385951,-0.08884158689367927,0.06936291216399325,0.03537782492584113,-0.055623685293533176,-0.010021838132889678,-0.04308856913474277,-0.02496171983069421,0.02949243740991974,0.050342949221604136,-0.2613377883587752,0.05821098516878586,0.0011922332541215476,-0.06786658736689244,-0.14113046807310195,0.24748342404650267,0.0018541542544253029,-0.007374919036751189,-0.06865830622902724
0.11258921555920606,0.033652836554696336,-0.02907800672235453,-0.08427047999406417,0.029825374192160494,1.0145518137788897e-08,0.002165167352754166,-0.6359100240788563,-0.00953272296570054,-0.05785688971629657,0.007175163961352516,-0.2314488321735779,0.06177208628914006,0.03650772304420535,0.004035457514769655,0.011115837427025472,0.010760767414580348,-0.014091422903151206,-0.04112259743676185,0.07424998938911634,0.1462564101684673,-0.07542761804866233,0.02058519711347464,0.024774189759452805,0.042499455668691816,-0.0459762558701012,-0.09376965085654804,-0.143883810316428,0.0361743064018656,-0.03857516883669969
0.2607928929127256,-0.0528620532703493,-0.10148240621650954,-0.0649183081286796,0.0459501442493338,0.0008066315181548083,-0.025330587690522613,-0.05901310967841621,-0.17691258497563248,-0.020617617750099286,0.009223236414367671,0.1873193046871594,0.0749107891180563,0.012874207522133117,0.0662427603195624,0.039036883493945865,0.024807311625070935,0.4216843611000856,0.09812816125374356,0.0028018043983885797,0.008356332112542757,0.4083347569050857,0.10877814678075982,-0.3779302330310896,0.07044224771171186,0.1400842064410092,-0.1211568871346216,0.048921425934389175,0.15870896953611063,-0.043715815739497225
